country_code,NUTS3_2006,NUTS3_2010,NUTS3_2013,NUTS3_2016,Source,id,Comment
IT,ITF32,ITF32,ITF32,ITF32,NUTS3,ITA_3,
IT,ITF31,ITF31,ITF31,ITF31,NUTS3,ITA_3,
IT,ITF22,ITF22,ITF22,ITF22,NUTS3,ITA_4,
IT,ITF21,ITF21,ITF21,ITF21,NUTS3,ITA_4,
IT,ITF14,ITF14,ITF14,ITF14,NUTS3,ITA_3,
IT,ITF13,ITF13,ITF13,ITF13,NUTS3,ITA_3,
IT,ITG18,ITG18,ITG18,ITG18,NUTS3,ITA_5,
IT,ITG19,ITG19,ITG19,ITG19,NUTS3,ITA_5,
IT,ITG17,ITG17,ITG17,ITG17,NUTS3,ITA_5,
IT,ITG26,ITG26,ITG26,ITG26,NUTS3,ITA_6,
IT,ITE11,ITI11,ITI11,ITI11,NUTS3,ITA_2,
IT,ITD59,ITH59,ITH59,ITH59,NUTS3,ITA_1,
IT,ITD58,ITH58,ITH58,ITH58,NUTS3,ITA_1,
IT,ITD57,ITH57,ITH57,ITH57,NUTS3,ITA_1,
IT,ITD56,ITH56,ITH56,ITH56,NUTS3,ITA_1,
IT,ITD55,ITH55,ITH55,ITH55,NUTS3,ITA_1,
IT,ITD54,ITH54,ITH54,ITH54,NUTS3,ITA_1,
IT,ITD53,ITH53,ITH53,ITH53,NUTS3,ITA_1,
IT,ITD52,ITH52,ITH52,ITH52,NUTS3,ITA_1,
IT,ITD51,ITH51,ITH51,ITH51,NUTS3,ITA_1,
IT,ITG25,ITG25,ITG25,ITG25,NUTS3,ITA_6,
IT,ITD43,ITH43,ITH43,ITH43,NUTS3,ITA_1,
IT,ITD42,ITH42,ITH42,ITH42,NUTS3,ITA_1,
IT,ITD41,ITH41,ITH41,ITH41,NUTS3,ITA_1,
IT,ITD44,ITH44,ITH44,ITH44,NUTS3,ITA_1,
IT,ITD36,ITH36,ITH36,ITH36,NUTS3,ITA_1,
IT,ITG27,ITG27,ITG27,ITG27,NUTS3,ITA_6,
IT,ITG28,ITG28,ITG28,ITG28,NUTS3,ITA_6,
IT,ITD37,ITH37,ITH37,ITH37,NUTS3,ITA_1,
IT,ITG2A,ITG2A,ITG2A,ITG2A,NUTS3,ITA_6,
IT,ITG2B,ITG2B,ITG2B,ITG2B,NUTS3,ITA_6,
IT,ITG2C,ITG2C,ITG2C,ITG2C,NUTS3,ITA_6,
IT,ITG29,ITG29,ITG29,ITG29,NUTS3,ITA_6,
IT,ITD20,ITH20,ITH20,ITH20,NUTS3,ITA_1,
IT,ITD31,ITH31,ITH31,ITH31,NUTS3,ITA_1,
IT,ITD32,ITH32,ITH32,ITH32,NUTS3,ITA_1,
IT,ITD33,ITH33,ITH33,ITH33,NUTS3,ITA_1,
IT,ITD34,ITH34,ITH34,ITH34,NUTS3,ITA_1,
IT,ITD35,ITH35,ITH35,ITH35,NUTS3,ITA_1,
IT,ITD10,ITH10,ITH10,ITH10,NUTS3,ITA_1,
LT,,,,,NUTS0,LTU_1,
LU,,,,,NUTS0,LUX_1,
LV,,,,,NUTS0,LVA_1,
LY,,,,,GADM,LBY_1,Outside the modelled system
MA,,,,,GADM,MAR_1,Outside the modelled system
ME,,,,,NUTS0,MNE_1,
MK,,,,,NUTS0,MKD_1,
NL,,,,,NUTS0,NLD_1,
NO,NO012,NO012,NO012,NO012,NUTS3,NOR_4,
NO,NO072,NO072,NO072,NO072,NUTS3,NOR_6,
NO,NO011,NO011,NO011,NO011,NUTS3,NOR_4,
NO,NO073,NO073,NO073,NO073,NUTS3,NOR_7,
NO,NO021,NO021,NO021,NO021,NUTS3,NOR_4,
NO,NO022,NO022,NO022,NO022,NUTS3,NOR_4,
NO,NO031,NO031,NO031,NO031,NUTS3,NOR_4,
NO,NO033,NO033,NO033,NO033,NUTS3,NOR_2,
NO,NO034,NO034,NO034,NO034,NUTS3,NOR_2,
NO,NO041,NO041,NO041,NO041,NUTS3,NOR_1,
NO,NO032,NO032,NO032,NO032,NUTS3,NOR_2,
NO,NO043,NO043,NO043,NO043,NUTS3,NOR_1,
NO,NO051,NO051,NO051,NO051,NUTS3,NOR_3,
NO,NO052,NO052,NO052,NO052,NUTS3,NOR_3,
NO,NO053,NO053,NO053,NO053,NUTS3,NOR_5,
NO,NO061,NO061,NO061,,NUTS3,NOR_5,
NO,NO062,NO062,NO062,,NUTS3,NOR_6,
NO,,,,NO060,NUTS3,NOR_5,"Merged from NO-61 and NO062; almost equally NOR_5 and NOR_6"
NO,NO071,NO071,NO071,NO071,NUTS3,NOR_6,
NO,NO042,NO042,NO042,NO042,NUTS3,NOR_1,
PL,PL422,PL422,,,NUTS3,POL_5,
PL,,,,PL926,NUTS3,POL_1,
PL,PL615,PL615,,,NUTS3,POL_5,
PL,PL614,PL614,,,NUTS3,POL_5,
PL,PL631,PL631,,,NUTS3,POL_5,
PL,PL635,PL635,,,NUTS3,POL_5,
PL,PL425,PL425,,,NUTS3,POL_4,
PL,,,PL638,PL638,NUTS3,POL_5,
PL,PL216,PL216,,,NUTS3,POL_3,
PL,PL215,PL215,,,NUTS3,POL_3,
PL,PL522,PL522,,,NUTS3,POL_3,
PL,PL521,PL521,,,NUTS3,POL_3,
PL,PL114,PL114,PL114,PL712,NUTS3,POL_1,
PL,PL122,PL122,,,NUTS3,POL_1,
PL,PL423,PL423,,,NUTS3,POL_4,
PL,,,PL637,PL637,NUTS3,POL_5,
PL,PL345,PL345,PL345,PL843,NUTS3,POL_1,
PL,PL634,PL634,PL634,PL634,NUTS3,POL_5,
PL,PL314,PL314,PL314,PL814,NUTS3,POL_2,
PL,PL315,PL315,PL315,PL815,NUTS3,POL_2,
PL,PL323,PL323,PL323,PL821,NUTS3,POL_2,
PL,PL324,PL324,PL324,PL822,NUTS3,POL_2,
PL,PL325,PL325,PL325,PL823,NUTS3,POL_2,
PL,PL326,PL326,PL326,PL824,NUTS3,POL_2,
PL,PL331,PL331,PL331,PL721,NUTS3,POL_2,
PL,PL332,PL332,PL332,PL722,NUTS3,POL_2,
PL,PL343,PL343,PL343,PL841,NUTS3,POL_1,
PL,PL344,PL344,PL344,PL842,NUTS3,POL_1,
PL,PL411,PL411,PL411,PL411,NUTS3,POL_4,
PL,PL312,PL312,PL312,PL812,NUTS3,POL_2,
PL,PL414,PL414,PL414,PL414,NUTS3,POL_4,
PL,PL416,PL416,PL416,PL416,NUTS3,POL_4,
PL,PL417,PL417,PL417,PL417,NUTS3,POL_4,
PL,PL418,PL418,PL418,PL418,NUTS3,POL_4,
PL,PL424,PL424,PL424,PL424,NUTS3,POL_4,
PL,,,PL426,PL426,NUTS3,POL_4,
PL,,,PL427,PL427,NUTS3,POL_4,
PL,,,PL428,PL428,NUTS3,POL_4,
PL,PL431,PL431,PL431,PL431,NUTS3,POL_4,
PL,PL432,PL432,PL432,PL432,NUTS3,POL_4,
PL,PL514,PL514,PL514,PL514,NUTS3,POL_4,
PL,PL515,PL515,PL515,PL515,NUTS3,POL_4,
PL,PL415,PL415,PL415,PL415,NUTS3,POL_4,
PL,PL516,PL516,PL516,PL516,NUTS3,POL_4,
PL,PL311,PL311,PL311,PL811,NUTS3,POL_2,
PL,PL22B,PL22B,PL22B,PL22B,NUTS3,POL_3,
PL,PL115,PL115,PL115,PL713,NUTS3,POL_1,
PL,PL116,PL116,PL116,PL714,NUTS3,POL_1,
PL,PL117,PL117,PL117,PL715,NUTS3,POL_1,
PL,PL121,PL121,,,NUTS3,POL_1,
PL,PL127,PL127,PL127,PL911,NUTS3,POL_1,
PL,PL128,PL128,PL128,PL921,NUTS3,POL_2,
PL,PL129,PL129,PL129,PL912,NUTS3,POL_1,
PL,PL12A,PL12A,PL12A,PL913,NUTS3,POL_1,
PL,,,PL12B,PL922,NUTS3,POL_1,
PL,,,PL12C,PL923,NUTS3,POL_1,
PL,,,PL12D,PL924,NUTS3,POL_1,
PL,PL22C,PL22C,PL22C,PL22C,NUTS3,POL_3,
PL,,,PL12E,PL925,NUTS3,POL_1,
PL,PL214,PL214,PL214,PL214,NUTS3,POL_3,
PL,PL217,PL217,PL217,PL217,NUTS3,POL_3,
PL,,,PL218,PL218,NUTS3,POL_3,
PL,,,PL219,PL219,NUTS3,POL_3,
PL,,,PL21A,PL21A,NUTS3,POL_3,
PL,PL224,PL224,PL224,PL224,NUTS3,POL_3,
PL,PL225,PL225,PL225,PL225,NUTS3,POL_3,
PL,PL227,PL227,PL227,PL227,NUTS3,POL_3,
PL,PL228,PL228,PL228,PL228,NUTS3,POL_3,
PL,PL229,PL229,PL229,PL229,NUTS3,POL_3,
PL,PL22A,PL22A,PL22A,PL22A,NUTS3,POL_3,
PL,PL213,PL213,PL213,PL213,NUTS3,POL_3,
PL,,,PL636,PL636,NUTS3,POL_5,
PL,PL517,PL517,PL517,PL517,NUTS3,POL_4,
PL,,,PL523,PL523,NUTS3,POL_3,
PL,PL633,PL633,PL633,PL633,NUTS3,POL_5,
PL,PL623,PL623,PL623,PL623,NUTS3,POL_1,
PL,PL518,PL518,PL518,PL518,NUTS3,POL_4,
PL,PL622,PL622,PL622,PL622,NUTS3,POL_5,
PL,PL621,PL621,PL621,PL621,NUTS3,POL_5,
PL,PL113,PL113,PL113,PL711,NUTS3,POL_1,
PL,,,PL618,PL618,NUTS3,POL_5,
PL,,,PL617,PL617,NUTS3,POL_5,
PL,,,PL524,PL524,NUTS3,POL_3,
PL,PL613,PL613,PL613,PL613,NUTS3,POL_5,
PL,,,PL616,PL616,NUTS3,POL_5,
PL,,,PL619,PL619,NUTS3,POL_5,
PT,,,PT170,PT170,NUTS3,PRT_2,
PT,,,PT16J,PT16J,NUTS3,PRT_1,
PT,,,PT16I,PT16I,NUTS3,PRT_2,
PT,,,PT16H,PT16H,NUTS3,PRT_1,
PT,,,PT16G,PT16G,NUTS3,PRT_1,
PT,,,PT16F,PT16F,NUTS3,PRT_2,
PT,,,PT16E,PT16E,NUTS3,PRT_1,
PT,,,PT16D,PT16D,NUTS3,PRT_1,
PT,,,PT11E,PT11E,NUTS3,PRT_1,
PT,PT150,PT150,PT150,PT150,NUTS3,PRT_2,
PT,,,PT11D,PT11D,NUTS3,PRT_1,
PT,,,PT11C,PT11C,NUTS3,PRT_1,
PT,,,PT11B,PT11B,NUTS3,PRT_1,
PT,,,PT11A,PT11A,NUTS3,PRT_1,
PT,,,PT119,PT119,NUTS3,PRT_1,
PT,PT112,PT112,PT112,PT112,NUTS3,PRT_1,
PT,PT111,PT111,PT111,PT111,NUTS3,PRT_1,
PT,PT183,PT183,,,NUTS3,PRT_2,
PT,PT16B,PT16B,PT16B,PT16B,NUTS3,PRT_2,
PT,PT181,PT181,PT181,PT181,NUTS3,PRT_2,
PT,PT184,PT184,PT184,PT184,NUTS3,PRT_2,
PT,PT185,PT185,PT185,PT185,NUTS3,PRT_2,
PT,PT113,PT113,,,NUTS3,PRT_1,
PT,PT114,PT114,,,NUTS3,PRT_1,
PT,PT115,PT115,,,NUTS3,PRT_1,
PT,PT116,PT116,,,NUTS3,PRT_1,
PT,PT117,PT117,,,NUTS3,PRT_1,
PT,PT118,PT118,,,NUTS3,PRT_1,
PT,PT161,PT161,,,NUTS3,PRT_1,
PT,PT162,PT162,,,NUTS3,PRT_1,
PT,PT163,PT163,,,NUTS3,PRT_2,
PT,PT182,PT182,,,NUTS3,PRT_2,
PT,PT164,PT164,,,NUTS3,PRT_1,
PT,PT166,PT166,,,NUTS3,PRT_2,
PT,PT167,PT167,,,NUTS3,PRT_1,
PT,PT168,PT168,,,NUTS3,PRT_1,
PT,PT169,PT169,,,NUTS3,PRT_1,
PT,PT16A,PT16A,,,NUTS3,PRT_1,
PT,PT16C,PT16C,,,NUTS3,PRT_2,
PT,PT171,PT171,,,NUTS3,PRT_2,
PT,PT172,PT172,,,NUTS3,PRT_2,
PT,,,PT186,PT186,NUTS3,PRT_2,
PT,PT165,PT165,,,NUTS3,PRT_1,
PT,,,PT187,PT187,NUTS3,PRT_2,
RO,RO423,RO423,RO423,RO423,NUTS3,ROU_2,
RO,RO413,RO413,RO413,RO413,NUTS3,ROU_2,
RO,RO223,RO223,RO223,RO223,NUTS3,ROU_3,
RO,RO222,RO222,RO222,RO222,NUTS3,ROU_3,
RO,RO216,RO216,RO216,RO216,NUTS3,ROU_3,
RO,RO215,RO215,RO215,RO215,NUTS3,ROU_3,
RO,RO214,RO214,RO214,RO214,NUTS3,ROU_3,
RO,RO213,RO213,RO213,RO213,NUTS3,ROU_3,
RO,RO224,RO224,RO224,RO224,NUTS3,ROU_3,
RO,RO212,RO212,RO212,RO212,NUTS3,ROU_3,
RO,RO126,RO126,RO126,RO126,NUTS3,ROU_1,
RO,RO125,RO125,RO125,RO125,NUTS3,ROU_1,
RO,RO124,RO124,RO124,RO124,NUTS3,ROU_1,
RO,RO123,RO123,RO123,RO123,NUTS3,ROU_1,
RO,RO122,RO122,RO122,RO122,NUTS3,ROU_2,
RO,RO121,RO121,RO121,RO121,NUTS3,ROU_1,
RO,RO211,RO211,RO211,RO211,NUTS3,ROU_3,
RO,RO225,RO225,RO225,RO225,NUTS3,ROU_3,
RO,RO226,RO226,RO226,RO226,NUTS3,ROU_3,
RO,RO311,RO311,RO311,RO311,NUTS3,ROU_2,
RO,RO424,RO424,RO424,RO424,NUTS3,ROU_1,
RO,RO422,RO422,RO422,RO422,NUTS3,ROU_2,
RO,RO421,RO421,RO421,RO421,NUTS3,ROU_1,
RO,RO415,RO415,RO415,RO415,NUTS3,ROU_2,
RO,RO414,RO414,RO414,RO414,NUTS3,ROU_2,
RO,RO412,RO412,RO412,RO412,NUTS3,ROU_2,
RO,RO411,RO411,RO411,RO411,NUTS3,ROU_2,
RO,RO322,RO322,RO322,RO322,NUTS3,ROU_2,
RO,RO321,RO321,RO321,RO321,NUTS3,ROU_2,
RO,RO317,RO317,RO317,RO317,NUTS3,ROU_2,
RO,RO316,RO316,RO316,RO316,NUTS3,ROU_2,
RO,RO315,RO315,RO315,RO315,NUTS3,ROU_3,
RO,RO314,RO314,RO314,RO314,NUTS3,ROU_2,
RO,RO313,RO313,RO313,RO313,NUTS3,ROU_2,
RO,RO312,RO312,RO312,RO312,NUTS3,ROU_3,
RO,RO116,RO116,RO116,RO116,NUTS3,ROU_1,
RO,RO115,RO115,RO115,RO115,NUTS3,ROU_1,
RO,RO221,RO221,RO221,RO221,NUTS3,ROU_3,
RO,RO113,RO113,RO113,RO113,NUTS3,ROU_1,
RO,RO111,RO111,RO111,RO111,NUTS3,ROU_1,
RO,RO114,RO114,RO114,RO114,NUTS3,ROU_1,
RO,RO112,RO112,RO112,RO112,NUTS3,ROU_1,
RS,,,,,GADM,SRB_1,
RU,,,,,GADM,RUS_1,Outside the modelled system
SE,SE322,SE322,SE322,SE322,NUTS3,SWE_2,
SE,SE121,SE121,SE121,SE121,NUTS3,SWE_3,
SE,SE122,SE122,SE122,SE122,NUTS3,SWE_3,
SE,SE123,SE123,SE123,SE123,NUTS3,SWE_3,
SE,SE124,SE124,SE124,SE124,NUTS3,SWE_3,
SE,SE125,SE125,SE125,SE125,NUTS3,SWE_3,
SE,SE211,SE211,SE211,SE211,NUTS3,SWE_3,
SE,SE212,SE212,SE212,SE212,NUTS3,SWE_4,
SE,SE213,SE213,SE213,SE213,NUTS3,SWE_3,
SE,SE221,SE221,SE221,SE221,NUTS3,SWE_4,
SE,SE110,SE110,SE110,SE110,NUTS3,SWE_3,
SE,SE231,SE231,SE231,SE231,NUTS3,SWE_4,
SE,SE232,SE232,SE232,SE232,NUTS3,SWE_3,
SE,SE311,SE311,SE311,SE311,NUTS3,SWE_3,
SE,SE312,SE312,SE312,SE312,NUTS3,SWE_3,
SE,SE313,SE313,SE313,SE313,NUTS3,SWE_2,
SE,SE321,SE321,SE321,SE321,NUTS3,SWE_2,
SE,SE214,SE214,SE214,SE214,NUTS3,SWE_3,
SE,SE224,SE224,SE224,SE224,NUTS3,SWE_4,
SE,SE332,SE332,SE332,SE332,NUTS3,SWE_1,
SE,SE331,SE331,SE331,SE331,NUTS3,SWE_2,
SI,,,,,NUTS0,SVN_1,
SK,,,,,NUTS0,SVK_1,
TN,,,,,GADM,TUN_1,Outside the modelled system
TR,,,,,GADM,TUR_1,Outside the modelled system
UA,,,,,GADM,UKR_1,Outside the modelled system
UK,,,UKD35,UKD35,NUTS3,GBR_3,
UK,,,UKD34,UKD34,NUTS3,GBR_3,
UK,,,UKD33,UKD33,NUTS3,GBR_3,
UK,UKD12,UKD12,UKD12,UKD12,NUTS3,GBR_4,
UK,UKN04,UKN04,UKN04,,NUTS3,GBR_6,
UK,UKC23,UKC23,UKC23,UKC23,NUTS3,GBR_4,
UK,UKC22,UKC22,UKC22,UKC22,NUTS3,GBR_4,
UK,UKC21,UKC21,UKC21,UKC21,NUTS3,GBR_4,
UK,UKC14,UKC14,UKC14,UKC14,NUTS3,GBR_4,
UK,UKC13,UKC13,UKC13,UKC13,NUTS3,GBR_4,
UK,UKD11,UKD11,UKD11,UKD11,NUTS3,GBR_4,
UK,,,UKD36,UKD36,NUTS3,GBR_3,
UK,,,UKD37,UKD37,NUTS3,GBR_3,
UK,UKD41,UKD41,UKD41,UKD41,NUTS3,GBR_3,
UK,UKN03,UKN03,UKN03,,NUTS3,GBR_6,
UK,UKN02,UKN02,UKN02,,NUTS3,GBR_6,
UK,UKN01,UKN01,UKN01,UKN06,NUTS3,GBR_6,
UK,UKC12,UKC12,UKC12,UKC12,NUTS3,GBR_4,
UK,,UKD63,UKD63,UKD63,NUTS3,GBR_3,
UK,UKM65,UKM65,UKM65,UKM65,NUTS3,GBR_5,
UK,UKM64,UKM64,UKM64,UKM64,NUTS3,GBR_5,
UK,UKN05,UKN05,UKN05,,NUTS3,GBR_6,
UK,UKM63,UKM63,UKM63,UKM63,NUTS3,GBR_5,
UK,,UKD62,UKD62,UKD62,NUTS3,GBR_3,
UK,,UKD61,UKD61,UKD61,NUTS3,GBR_3,
UK,,,UKD47,UKD47,NUTS3,GBR_3,
UK,,,UKD46,UKD46,NUTS3,GBR_3,
UK,,,UKD45,UKD45,NUTS3,GBR_3,
UK,,,UKD44,UKD44,NUTS3,GBR_3,
UK,UKD42,UKD42,UKD42,UKD42,NUTS3,GBR_3,
UK,UKM62,UKM62,UKM62,UKM62,NUTS3,GBR_5,
UK,UKM66,UKM66,UKM66,UKM66,NUTS3,GBR_5,
UK,UKD52,UKD72,UKD72,UKD72,NUTS3,GBR_3,
UK,UKM61,UKM61,UKM61,UKM61,NUTS3,GBR_5,
UK,,,,UKN14,NUTS3,GBR_6,
UK,,,,UKN13,NUTS3,GBR_6,
UK,,,,UKN12,NUTS3,GBR_6,
UK,,,,UKN11,NUTS3,GBR_6,
UK,,,,UKN10,NUTS3,GBR_6,
UK,,,,UKN09,NUTS3,GBR_6,
UK,,,,UKN08,NUTS3,GBR_6,
UK,,,,UKN07,NUTS3,GBR_6,
UK,UKG34,,,,NUTS3,GBR_3,
UK,UKD22,,,,NUTS3,GBR_3,
UK,UKE43,,,,NUTS3,GBR_3,
UK,UKD21,,,,NUTS3,GBR_3,
UK,UKD51,,,,NUTS3,GBR_3,
UK,UKD31,UKD31,,,NUTS3,GBR_3,
UK,UKG35,,,,NUTS3,GBR_3,
UK,UKD43,UKD43,,,NUTS3,GBR_3,
UK,UKD32,UKD32,,,NUTS3,GBR_3,
UK,,,,UKN15,NUTS3,GBR_6,
UK,UKH22,,,,NUTS3,GBR_1,
UK,UKH33,UKH33,,,NUTS3,GBR_1,
UK,UKF23,,,,NUTS3,GBR_1,
UK,UKH13,UKH13,,,NUTS3,GBR_1,
UK,UKI21,UKI21,,,NUTS3,GBR_1,
UK,UKC11,UKC11,UKC11,UKC11,NUTS3,GBR_4,
UK,UKI12,UKI12,,,NUTS3,GBR_1,
UK,UKJ23,UKJ23,,,NUTS3,GBR_1,
UK,UKJ24,UKJ24,,,NUTS3,GBR_1,
UK,UKI22,UKI22,,,NUTS3,GBR_1,
UK,UKJ33,UKJ33,,,NUTS3,GBR_1,
UK,UKJ42,UKJ42,,,NUTS3,GBR_1,
UK,UKI23,UKI23,,,NUTS3,GBR_1,
UK,UKI11,UKI11,,,NUTS3,GBR_1,
UK,UKM50,UKM50,UKM50,UKM50,NUTS3,GBR_5,
UK,UKM38,UKM38,UKM38,UKM95,NUTS3,GBR_4,
UK,UKM37,UKM37,UKM37,UKM94,NUTS3,GBR_4,
UK,,UKG37,UKG37,UKG37,NUTS3,GBR_3,
UK,,UKG38,UKG38,UKG38,NUTS3,GBR_3,
UK,,UKG39,UKG39,UKG39,NUTS3,GBR_3,
UK,UKH11,UKH11,UKH11,UKH11,NUTS3,GBR_1,
UK,UKH12,UKH12,UKH12,UKH12,NUTS3,GBR_1,
UK,UKH14,UKH14,UKH14,UKH14,NUTS3,GBR_1,
UK,,,UKH15,UKH15,NUTS3,GBR_1,
UK,,,UKH16,UKH16,NUTS3,GBR_1,
UK,,,UKH17,UKH17,NUTS3,GBR_1,
UK,UKH21,UKH21,UKH21,UKH21,NUTS3,GBR_1,
UK,UKH23,UKH23,UKH23,UKH23,NUTS3,GBR_1,
UK,,UKH24,UKH24,UKH24,NUTS3,GBR_1,
UK,,UKH25,UKH25,UKH25,NUTS3,GBR_1,
UK,UKH31,UKH31,UKH31,UKH31,NUTS3,GBR_1,
UK,,UKG36,UKG36,UKG36,NUTS3,GBR_3,
UK,UKH32,UKH32,UKH32,UKH32,NUTS3,GBR_1,
UK,,,UKH35,UKH35,NUTS3,GBR_1,
UK,,,UKH36,UKH36,NUTS3,GBR_1,
UK,,,UKH37,UKH37,NUTS3,GBR_1,
UK,,,UKI31,UKI31,NUTS3,GBR_1,
UK,,,UKI32,UKI32,NUTS3,GBR_1,
UK,,,UKI33,UKI33,NUTS3,GBR_1,
UK,,,UKI34,UKI34,NUTS3,GBR_1,
UK,,,UKI41,UKI41,NUTS3,GBR_1,
UK,,,UKI42,UKI42,NUTS3,GBR_1,
UK,,,UKI43,UKI43,NUTS3,GBR_1,
UK,,,UKI44,UKI44,NUTS3,GBR_1,
UK,,,UKI45,UKI45,NUTS3,GBR_1,
UK,,,UKI51,UKI51,NUTS3,GBR_1,
UK,,,UKI52,UKI52,NUTS3,GBR_1,
UK,,,UKH34,UKH34,NUTS3,GBR_1,
UK,UKG33,UKG33,UKG33,UKG33,NUTS3,GBR_3,
UK,UKG32,UKG32,UKG32,UKG32,NUTS3,GBR_3,
UK,UKG31,UKG31,UKG31,UKG31,NUTS3,GBR_3,
UK,UKD53,UKD73,UKD73,UKD73,NUTS3,GBR_3,
UK,UKD54,UKD74,UKD74,UKD74,NUTS3,GBR_3,
UK,UKE11,UKE11,UKE11,UKE11,NUTS3,GBR_4,
UK,UKE12,UKE12,UKE12,UKE12,NUTS3,GBR_4,
UK,UKE13,UKE13,UKE13,UKE13,NUTS3,GBR_3,
UK,UKE21,UKE21,UKE21,UKE21,NUTS3,GBR_4,
UK,UKE22,UKE22,UKE22,UKE22,NUTS3,GBR_4,
UK,UKE31,UKE31,UKE31,UKE31,NUTS3,GBR_3,
UK,UKE32,UKE32,UKE32,UKE32,NUTS3,GBR_3,
UK,UKE41,UKE41,UKE41,UKE41,NUTS3,GBR_3,
UK,UKE42,UKE42,UKE42,UKE42,NUTS3,GBR_3,
UK,,UKE44,UKE44,UKE44,NUTS3,GBR_3,
UK,,UKE45,UKE45,UKE45,NUTS3,GBR_3,
UK,UKF11,UKF11,UKF11,UKF11,NUTS3,GBR_3,
UK,UKF12,UKF12,UKF12,UKF12,NUTS3,GBR_3,
UK,UKF13,UKF13,UKF13,UKF13,NUTS3,GBR_3,
UK,UKF14,UKF14,UKF14,UKF14,NUTS3,GBR_3,
UK,UKG24,UKG24,UKG24,UKG24,NUTS3,GBR_3,
UK,UKG23,UKG23,UKG23,UKG23,NUTS3,GBR_3,
UK,UKG22,UKG22,UKG22,UKG22,NUTS3,GBR_3,
UK,UKG21,UKG21,UKG21,UKG21,NUTS3,GBR_3,
UK,UKG13,UKG13,UKG13,UKG13,NUTS3,GBR_3,
UK,UKG12,UKG12,UKG12,UKG12,NUTS3,GBR_3,
UK,,,UKI53,UKI53,NUTS3,GBR_1,
UK,UKG11,UKG11,UKG11,UKG11,NUTS3,GBR_3,
UK,,UKF25,UKF25,UKF25,NUTS3,GBR_1,
UK,,UKF24,UKF24,UKF24,NUTS3,GBR_1,
UK,UKF22,UKF22,UKF22,UKF22,NUTS3,GBR_3,
UK,UKF21,UKF21,UKF21,UKF21,NUTS3,GBR_3,
UK,UKF16,UKF16,UKF16,UKF16,NUTS3,GBR_3,
UK,UKF15,UKF15,UKF15,UKF15,NUTS3,GBR_3,
UK,UKF30,UKF30,UKF30,UKF30,NUTS3,GBR_3,
UK,,UKD71,UKD71,UKD71,NUTS3,GBR_3,
UK,,,UKI54,UKI54,NUTS3,GBR_1,
UK,,,UKI62,UKI62,NUTS3,GBR_1,
UK,UKK30,UKK30,UKK30,UKK30,NUTS3,GBR_2,
UK,UKK41,UKK41,UKK41,UKK41,NUTS3,GBR_2,
UK,UKK42,UKK42,UKK42,UKK42,NUTS3,GBR_2,
UK,UKK43,UKK43,UKK43,UKK43,NUTS3,GBR_2,
UK,UKL11,UKL11,UKL11,UKL11,NUTS3,GBR_3,
UK,UKL12,UKL12,UKL12,UKL12,NUTS3,GBR_3,
UK,UKL13,UKL13,UKL13,UKL13,NUTS3,GBR_3,
UK,UKL14,UKL14,UKL14,UKL14,NUTS3,GBR_3,
UK,UKL15,UKL15,UKL15,UKL15,NUTS3,GBR_3,
UK,UKL16,UKL16,UKL16,UKL16,NUTS3,GBR_3,
UK,UKL17,UKL17,UKL17,UKL17,NUTS3,GBR_3,
UK,UKL18,UKL18,UKL18,UKL18,NUTS3,GBR_3,
UK,UKL21,UKL21,UKL21,UKL21,NUTS3,GBR_3,
UK,UKL22,UKL22,UKL22,UKL22,NUTS3,GBR_3,
UK,UKK23,UKK23,UKK23,UKK23,NUTS3,GBR_2,
UK,UKL23,UKL23,UKL23,UKL23,NUTS3,GBR_3,
UK,UKM21,UKM21,UKM21,UKM71,NUTS3,GBR_5,
UK,UKM22,UKM22,UKM22,UKM72,NUTS3,GBR_5,
UK,UKM23,UKM23,UKM23,UKM73,NUTS3,GBR_4,
UK,UKM24,UKM24,UKM24,UKM91,NUTS3,GBR_4,
UK,UKM25,UKM25,UKM25,UKM75,NUTS3,GBR_4,
UK,UKM26,UKM26,UKM26,UKM76,NUTS3,GBR_5,
UK,UKM27,UKM27,UKM27,UKM77,NUTS3,GBR_5,
UK,UKM28,UKM28,UKM28,UKM78,NUTS3,GBR_4,
UK,UKM31,UKM31,UKM31,UKM81,NUTS3,GBR_5,
UK,UKM32,UKM32,UKM32,UKM92,NUTS3,GBR_4,
UK,UKM33,UKM33,UKM33,UKM93,NUTS3,GBR_4,
UK,UKM34,UKM34,UKM34,UKM82,NUTS3,GBR_5,
UK,UKM35,UKM35,UKM35,UKM83,NUTS3,GBR_5,
UK,UKM36,UKM36,UKM36,UKM84,NUTS3,GBR_5,
UK,UKL24,UKL24,UKL24,UKL24,NUTS3,GBR_3,
UK,UKK22,UKK22,UKK22,UKK22,NUTS3,GBR_2,
UK,UKK21,UKK21,UKK21,UKK21,NUTS3,GBR_2,
UK,UKK15,UKK15,UKK15,UKK15,NUTS3,GBR_2,
UK,,,UKI63,UKI63,NUTS3,GBR_1,
UK,,,UKI71,UKI71,NUTS3,GBR_1,
UK,,,UKI72,UKI72,NUTS3,GBR_1,
UK,,,UKI73,UKI73,NUTS3,GBR_1,
UK,,,UKI74,UKI74,NUTS3,GBR_1,
UK,,,UKI75,UKI75,NUTS3,GBR_1,
UK,UKJ11,UKJ11,UKJ11,UKJ11,NUTS3,GBR_1,
